,[job_title],[location],[company],[senior_level]
5848,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
5849,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
5850,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
5851,Director of Data Science Experience,DataRobot,"Boston, MA",yes
5852,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
5853,Consulting Systems Engineer--Modern Data Center,RoundTower Technologies,United States,yes
5854,IT Data Scientist,Qualcomm,United States,yes
5855,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
5856,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
5857,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
5858,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
5859,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
5860,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
5861,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
5862,IT Data Scientist,Qualcomm,United States,yes
5863,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
5864,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
5865,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
5866,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
5867,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
5868,SR Data Scientist,Little Caesars,"Detroit, MI",yes
5869,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
5870,Head of Data Science,BioTrillion,"San Francisco, CA",yes
5871,"VP, Data Science",HBO Max,"New York, NY",yes
5872,"Director, Analytics & Data Science",Microsoft,"Redmond, WA",yes
5873,Jr. Data Scientist,Deloitte,"Arlington, VA 22209 (Radnor-Ft Myer Heights area)",yes
5874,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
5875,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
5876,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
5877,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
5878,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
5879,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
5880,"VP, Data Science",HBO Max,"New York, NY",yes
5881,SR Data Scientist,Little Caesars,"Detroit, MI",yes
5882,Head of Data Science,BioTrillion,"San Francisco, CA",yes
5883,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
5884,"Director, Analytics & Data Science",Microsoft,"Redmond, WA",yes
5885,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
5886,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
5887,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
5888,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
5889,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
5890,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
5891,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
5892,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
5893,Director of Data Science Experience,DataRobot,"Boston, MA",yes
5894,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
5895,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
5896,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
5897,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
5898,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
5899,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
5900,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
5901,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
5902,IT Data Scientist,Qualcomm,United States,yes
5903,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
5904,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
5905,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
5906,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
5907,SR Data Scientist,Little Caesars,"Detroit, MI",yes
5908,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
5909,"VP, Data Science",HBO Max,"New York, NY",yes
5910,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
5911,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
5912,Senior Data Scientist,"Williams-Sonoma, Inc.","San Francisco, CA",yes
5913,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
5914,Head of Data Science,BioTrillion,"San Francisco, CA",yes
5915,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
5916,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
5917,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
5918,SR Data Scientist,Little Caesars,"Detroit, MI",yes
5919,Sr. Data Scientist,Microagility,"Columbus, OH",yes
5920,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
5921,Sr. Data Scientist,Tuft & Needle,Remote,yes
5922,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
5923,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
5924,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
5925,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
5926,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
5927,IT Data Scientist,Qualcomm,United States,yes
5928,Sr. Data Scientist,Microagility,"Columbus, OH",yes
5929,Data Science Lead,Spark Therapeutics,"Philadelphia, PA 19104 (Belmont area)",yes
5930,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
5931,Sr. Data Scientist for the VA Medical (EHRM) Program,Sean E. Merryman Placements,"Washington, DC",yes
5932,Senior Data Scientist,Cigna,United States,yes
5933,Data Scientist/Engineer,IT Synergy,"Lewis Center, OH",yes
5934,Senior Data Scientist,"Analytical Mechanics Associates, Inc.",United States,yes
5935,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
5936,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
5937,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
5938,SR Data Scientist,Little Caesars,"Detroit, MI",yes
5939,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
5940,Data Scientist,National Security Agency,"Fort Meade, MD 20755",yes
5941,"VP, Data Science",HBO Max,"New York, NY",yes
5942,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
5943,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
5944,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
5945,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
5946,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
5947,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
5948,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
5949,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
5950,"VP, Data Science",HBO Max,"New York, NY",yes
5951,SR Data Scientist,Little Caesars,"Detroit, MI",yes
5952,Head of Data Science,BioTrillion,"San Francisco, CA",yes
5953,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
5954,"Director, Analytics & Data Science",Microsoft,"Redmond, WA",yes
5955,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
5956,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
5957,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
5958,Sr. Data Scientist,Microagility,"Columbus, OH",yes
5959,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
5960,IT Data Scientist,Qualcomm,United States,yes
5961,Senior Data Scientist,"Analytical Mechanics Associates, Inc.",United States,yes
5962,Data Science Lead,Spark Therapeutics,"Philadelphia, PA 19104 (Belmont area)",yes
5963,SR Data Scientist,Little Caesars,"Detroit, MI",yes
5964,Senior Data Scientist,Cigna,United States,yes
5965,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
5966,Director of Data Science Initiative (new posting),Atlanta University Center Consortium,United States,yes
5967,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
5968,Director Data Science,LexisNexis SA,"Alpharetta, GA",yes
5969,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
5970,Director of Data Science Experience,DataRobot,"Boston, MA",yes
5971,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
5972,Senior Data Scientist,"Axtria, Inc.","Berkeley Heights, NJ",yes
5973,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
5974,Senior Data Scientist,1 Point System,"Atlanta, GA",yes
5975,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
5976,SR Data Scientist,Little Caesars,"Detroit, MI",yes
5977,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
5978,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
5979,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
5980,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
5981,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
5982,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
5983,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
5984,Sr. Data Scientist,Microagility,"Columbus, OH",yes
5985,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
5986,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
5987,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
5988,SR Data Scientist,Little Caesars,"Detroit, MI",yes
5989,Sr. Data Scientist,Microagility,"Columbus, OH",yes
5990,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
5991,Sr. Data Scientist,Tuft & Needle,Remote,yes
5992,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
5993,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
5994,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
5995,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
5996,SR Data Scientist,Little Caesars,"Detroit, MI",yes
5997,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
5998,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
5999,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
6000,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
6001,Data Scientist,National Security Agency,"Fort Meade, MD 20755",yes
6002,Sr. Data Scientist,Tuft & Needle,Remote,yes
6003,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
6004,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
6005,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6006,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6007,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6008,Director Data Science,LexisNexis SA,"Alpharetta, GA",yes
6009,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
6010,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
6011,Director of Data Science Experience,DataRobot,"Boston, MA",yes
6012,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
6013,Director of Data Science Initiative (new posting),Atlanta University Center Consortium,United States,yes
6014,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6015,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
6016,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
6017,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
6018,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6019,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
6020,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
6021,Data Science Instructor - D & I,Elder Research Inc,"Chantilly, VA 20151",yes
6022,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6023,Lead Data Scientist,AETNA,"New York, NY 10016 (Gramercy area)",yes
6024,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
6025,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
6026,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
6027,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6028,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
6029,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
6030,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
6031,Data Science Instructor - D & I,Elder Research Inc,"Chantilly, VA 20151",yes
6032,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6033,Sr. Data Scientist,Microagility,"Columbus, OH",yes
6034,Lead Data Scientist,AETNA,"New York, NY 10016 (Gramercy area)",yes
6035,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6036,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
6037,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
6038,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6039,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
6040,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
6041,Sr. Data Scientist,Microagility,"Columbus, OH",yes
6042,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
6043,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
6044,Sr. Data Scientist,Tuft & Needle,Remote,yes
6045,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
6046,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6047,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
6048,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
6049,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
6050,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
6051,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6052,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6053,Director of Data Science Experience,DataRobot,"Boston, MA",yes
6054,Data Scientist,National Security Agency,"Fort Meade, MD 20755",yes
6055,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6056,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6057,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6058,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
6059,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6060,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
6061,Director Data Science,LexisNexis SA,"Alpharetta, GA",yes
6062,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
6063,"VP, Data Science",HBO Max,"New York, NY",yes
6064,Director of Data Science Experience,DataRobot,"Boston, MA",yes
6065,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6066,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
6067,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
6068,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
6069,Sr. Data Scientist,Microagility,"Columbus, OH",yes
6070,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
6071,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
6072,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6073,Data Science Instructor - D & I,Elder Research Inc,"Chantilly, VA 20151",yes
6074,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6075,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
6076,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
6077,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6078,Senior Data Scientist,"Analytical Mechanics Associates, Inc.",United States,yes
6079,IT Data Scientist,Qualcomm,United States,yes
6080,Data Science Lead,Spark Therapeutics,"Philadelphia, PA 19104 (Belmont area)",yes
6081,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6082,Senior Data Scientist,Cigna,United States,yes
6083,Sr. Data Scientist,Microagility,"Columbus, OH",yes
6084,Data Scientist/Engineer,IT Synergy,"Lewis Center, OH",yes
6085,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
6086,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
6087,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6088,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6089,Sr. Data Scientist,Microagility,"Columbus, OH",yes
6090,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6091,Data Science Lead,Spark Therapeutics,"Philadelphia, PA 19104 (Belmont area)",yes
6092,Lead Data Scientist,AETNA,"New York, NY 10016 (Gramercy area)",yes
6093,Senior Data Scientist,"Analytical Mechanics Associates, Inc.",United States,yes
6094,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
6095,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6096,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6097,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
6098,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
6099,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
6100,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
6101,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
6102,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
6103,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
6104,Sr. Data Scientist,Microagility,"Columbus, OH",yes
6105,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
6106,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6107,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6108,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
6109,"VP, Data Science",HBO Max,"New York, NY",yes
6110,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6111,Head of Data Science,BioTrillion,"San Francisco, CA",yes
6112,Sr. Data Scientist,Microagility,"Columbus, OH",yes
6113,"Executive Director, Scientific Informatics & Data Science",Merck,"Cambridge, MA",yes
6114,"Director, Analytics & Data Science",Microsoft,"Redmond, WA",yes
6115,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6116,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
6117,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
6118,Sr. Data Scientist,Microagility,"Columbus, OH",yes
6119,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6120,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
6121,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
6122,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
6123,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
6124,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6125,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
6126,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
6127,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6128,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
6129,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
6130,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6131,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
6132,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6133,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
6134,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
6135,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6136,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6137,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6138,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6139,Director Data Science,LexisNexis SA,"Alpharetta, GA",yes
6140,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
6141,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
6142,Director of Data Science Experience,DataRobot,"Boston, MA",yes
6143,Director of Data Science Initiative (new posting),Atlanta University Center Consortium,United States,yes
6144,Senior Data Scientist,1 Point System,"Atlanta, GA",yes
6145,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6146,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
6147,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
6148,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6149,Sr. Data Scientist,Microagility,"Columbus, OH",yes
6150,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
6151,Sr. Data Scientist,Tuft & Needle,Remote,yes
6152,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
6153,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
6154,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6155,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
6156,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
6157,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
6158,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
6159,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6160,Director of Data Science Experience,DataRobot,"Boston, MA",yes
6161,Senior AWS Data Engineer with Heavy Apache Spark,iAustin,"Dallas, TX",yes
6162,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
6163,Senior Data Engineer,"VeracityID, Inc.","Austin, TX",yes
6164,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
6165,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6166,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
6167,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
6168,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6169,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
6170,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6171,Head of Data Science,BioTrillion,"San Francisco, CA",yes
6172,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6173,"Director, Analytics & Data Science",Microsoft,"Redmond, WA",yes
6174,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
6175,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6176,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
6177,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6178,"VP, Data Science",HBO Max,"New York, NY",yes
6179,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6180,Head of Data Science,BioTrillion,"San Francisco, CA",yes
6181,"Executive Director, Scientific Informatics & Data Science",Merck,"Cambridge, MA",yes
6182,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
6183,"Product Analytics Lead, Data Science",Google,"New York, NY 10011 (Chelsea area)",yes
6184,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6185,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6186,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6187,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
6188,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6189,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
6190,Director Data Science,LexisNexis SA,"Alpharetta, GA",yes
6191,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
6192,"VP, Data Science",HBO Max,"New York, NY",yes
6193,Director of Data Science Experience,DataRobot,"Boston, MA",yes
6194,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
6195,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
6196,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
6197,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6198,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
6199,Director of Data Science Experience,DataRobot,"Boston, MA",yes
6200,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
6201,Consulting Systems Engineer--Modern Data Center,RoundTower Technologies,United States,yes
6202,IT Data Scientist,Qualcomm,United States,yes
6203,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6204,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
6205,Director of Data Science Initiative (new posting),Atlanta University Center Consortium,United States,yes
6206,Director Data Science,LexisNexis SA,"Alpharetta, GA",yes
6207,Director of Data Science Experience,DataRobot,"Boston, MA",yes
6208,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
6209,Sr Data Scientist,Grainger,"Chicago, IL 60603 (Loop area)",yes
6210,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6211,Senior Data Scientist,1 Point System,"Atlanta, GA",yes
6212,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6213,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6214,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
6215,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
6216,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6217,Sr. Data Scientist,Microagility,"Columbus, OH",yes
6218,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
6219,Sr. Data Scientist,Tuft & Needle,Remote,yes
6220,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
6221,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
6222,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6223,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6224,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
6225,Director of Data Science Experience,DataRobot,"Boston, MA",yes
6226,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
