,[job_title],[location],[company],[senior_level]
7571,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7572,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7573,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7574,Senior Data Scientist,"Analytical Mechanics Associates, Inc.",United States,yes
7575,IT Data Scientist,Qualcomm,United States,yes
7576,Data Science Lead,Spark Therapeutics,"Philadelphia, PA 19104 (Belmont area)",yes
7577,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7578,Senior Data Scientist,Cigna,United States,yes
7579,Sr. Data Scientist,Microagility,"Columbus, OH",yes
7580,Data Scientist/Engineer,IT Synergy,"Lewis Center, OH",yes
7581,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7582,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7583,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7584,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7585,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
7586,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7587,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
7588,Data Scientist,National Security Agency,"Fort Meade, MD 20755",yes
7589,Sr. Data Scientist,Microagility,"Columbus, OH",yes
7590,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
7591,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7592,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7593,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7594,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7595,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
7596,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
7597,Data Scientist,National Security Agency,"Fort Meade, MD 20755",yes
7598,Sr. Data Scientist,Tuft & Needle,Remote,yes
7599,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
7600,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7601,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7602,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7603,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7604,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7605,Sr. Data Scientist,Microagility,"Columbus, OH",yes
7606,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
7607,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7608,Lead Data Scientist,AETNA,"New York, NY 10016 (Gramercy area)",yes
7609,Data Science Instructor - D & I,Elder Research Inc,"Chantilly, VA 20151",yes
7610,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7611,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7612,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
7613,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
7614,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7615,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
7616,Director of Data Science Experience,DataRobot,"Boston, MA",yes
7617,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
7618,Consulting Systems Engineer--Modern Data Center,RoundTower Technologies,United States,yes
7619,IT Data Scientist,Qualcomm,United States,yes
7620,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7621,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7622,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7623,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7624,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7625,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
7626,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7627,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
7628,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
7629,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7630,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7631,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
7632,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
7633,Director of Data Science Experience,DataRobot,"Boston, MA",yes
7634,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
7635,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7636,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7637,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
7638,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7639,Senior AWS Data Engineer with Heavy Apache Spark,iAustin,"Dallas, TX",yes
7640,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7641,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7642,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7643,Sr. Data Scientist,Microagility,"Columbus, OH",yes
7644,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7645,IT Data Scientist,Qualcomm,United States,yes
7646,Senior Data Scientist,"Analytical Mechanics Associates, Inc.",United States,yes
7647,Data Science Lead,Spark Therapeutics,"Philadelphia, PA 19104 (Belmont area)",yes
7648,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7649,Senior Data Scientist,Cigna,United States,yes
7650,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7651,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
7652,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
7653,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7654,Director of Data Science Experience,DataRobot,"Boston, MA",yes
7655,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
7656,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
7657,Senior Data Engineer,"VeracityID, Inc.","Austin, TX",yes
7658,Data Science Instructor w/ TS/SCI FSP Clearance,Daybreak LLC,"Herndon, VA 20171",yes
7659,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
7660,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
7661,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7662,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7663,"VP, Data Science",HBO Max,"New York, NY",yes
7664,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7665,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
7666,Senior Data Scientist,"Williams-Sonoma, Inc.","San Francisco, CA",yes
7667,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7668,Head of Data Science,BioTrillion,"San Francisco, CA",yes
7669,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
7670,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7671,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7672,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
7673,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
7674,"VP, Data Science",HBO Max,"New York, NY",yes
7675,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7676,Head of Data Science,BioTrillion,"San Francisco, CA",yes
7677,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7678,"Director, Analytics & Data Science",Microsoft,"Redmond, WA",yes
7679,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
7680,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7681,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
7682,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7683,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7684,Head of Data Science,BioTrillion,"San Francisco, CA",yes
7685,"VP, Data Science",HBO Max,"New York, NY",yes
7686,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7687,"Director, Analytics & Data Science",Microsoft,"Redmond, WA",yes
7688,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
7689,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
7690,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7691,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7692,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
7693,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
7694,"VP, Data Science",HBO Max,"New York, NY",yes
7695,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7696,Head of Data Science,BioTrillion,"San Francisco, CA",yes
7697,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7698,"Director, Analytics & Data Science",Microsoft,"Redmond, WA",yes
7699,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
7700,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
7701,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7702,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7703,"VP, Data Science",HBO Max,"New York, NY",yes
7704,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7705,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
7706,Senior Data Scientist,"Williams-Sonoma, Inc.","San Francisco, CA",yes
7707,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7708,Head of Data Science,BioTrillion,"San Francisco, CA",yes
7709,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7710,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
7711,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7712,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
7713,Director of Data Science Experience,DataRobot,"Boston, MA",yes
7714,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
7715,Senior Data Engineer,Darling Consulting Group,"Newburyport, MA 01950",yes
7716,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7717,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
7718,Senior Data Scientist,Praaneel,"Pasadena, CA",yes
7719,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
7720,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
7721,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7722,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7723,"VP, Data Science",HBO Max,"New York, NY",yes
7724,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7725,Data Scientist,National Security Agency,"Fort Meade, MD 20755",yes
7726,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
7727,"VP, Analytics & Data Science",Charles Schwab,"Austin, TX",yes
7728,VP of Data Science,Kar Global,"Chicago, IL",yes
7729,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7730,Director of Data Science Initiative (new posting),Atlanta University Center Consortium,United States,yes
7731,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
7732,Director Data Science,LexisNexis SA,"Alpharetta, GA",yes
7733,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
7734,Director of Data Science Experience,DataRobot,"Boston, MA",yes
7735,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7736,Senior Data Scientist,"Axtria, Inc.","Berkeley Heights, NJ",yes
7737,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7738,Senior Data Scientist,1 Point System,"Atlanta, GA",yes
7739,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
7740,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7741,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
7742,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7743,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7744,Head of Data Science,BioTrillion,"San Francisco, CA",yes
7745,"VP, Data Science",HBO Max,"New York, NY",yes
7746,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7747,"Director, Analytics & Data Science",Microsoft,"Redmond, WA",yes
7748,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
7749,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7750,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7751,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7752,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7753,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7754,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
7755,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
7756,Sr. Data Scientist,Microagility,"Columbus, OH",yes
7757,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
7758,IT Data Scientist,Qualcomm,United States,yes
7759,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7760,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7761,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
7762,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7763,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
7764,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
7765,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
7766,Director of Data Science Experience,DataRobot,"Boston, MA",yes
7767,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7768,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
7769,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7770,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7771,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7772,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7773,Sr. Data Scientist,Microagility,"Columbus, OH",yes
7774,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
7775,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7776,Lead Data Scientist,AETNA,"New York, NY 10016 (Gramercy area)",yes
7777,Data Science Instructor - D & I,Elder Research Inc,"Chantilly, VA 20151",yes
7778,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7779,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7780,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7781,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7782,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7783,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
7784,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
7785,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
7786,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7787,Sr. Data Scientist,Tuft & Needle,Remote,yes
7788,"Data Engineer, Retail Business Intelligence",Apple,"Austin, TX 78758 (North Austin area)",yes
7789,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
7790,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7791,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
7792,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
7793,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
7794,"VP, Data Science",HBO Max,"New York, NY",yes
7795,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7796,Head of Data Science,BioTrillion,"San Francisco, CA",yes
7797,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7798,"Director, Analytics & Data Science",Microsoft,"Redmond, WA",yes
7799,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7800,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7801,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7802,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7803,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
7804,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7805,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
7806,Data Scientist,National Security Agency,"Fort Meade, MD 20755",yes
7807,Sr. Data Scientist,Microagility,"Columbus, OH",yes
7808,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
7809,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7810,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7811,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7812,SR Data Scientist,Little Caesars,"Detroit, MI",yes
7813,Sr. Data Scientist,Microagility,"Columbus, OH",yes
7814,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7815,Data Science Lead,Spark Therapeutics,"Philadelphia, PA 19104 (Belmont area)",yes
7816,Lead Data Scientist,AETNA,"New York, NY 10016 (Gramercy area)",yes
7817,Senior Data Scientist,"Analytical Mechanics Associates, Inc.",United States,yes
7818,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
7819,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7820,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7821,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7822,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
7823,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
7824,IT Data Scientist,Qualcomm,United States,yes
7825,Sr. Data Scientist for the VA Medical (EHRM) Program,Sean E. Merryman Placements,"Washington, DC",yes
7826,Data Science Instructor - D & I,Elder Research Inc,"Chantilly, VA 20151",yes
7827,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
7828,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
7829,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7830,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7831,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7832,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
7833,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
7834,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
7835,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
7836,Sr. Data Scientist,Microagility,"Columbus, OH",yes
7837,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
7838,IT Data Scientist,Qualcomm,United States,yes
7839,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
7840,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
7841,Data Science Lead,Spark Therapeutics,"Philadelphia, PA 19104 (Belmont area)",yes
