,[job_title],[parttime]
1937,Part-Time Lecturer Data Mining/Machine Learning Online,yes
1938,Internship - Data Science,yes
1939,Data Science Instructor Associate (Part-Time),yes
1940,Summer Intern - Data Scientist,yes
1941,Data Science Internship,yes
1942,Artificial Intelligence (AI) Associate - Data Scientist,yes
1943,Data Science Instructor Associate (Part-Time),yes
1944,Statistician (Data Scientist),yes
1945,Data Scientist / Machine Learning Specialist,yes
1946,Summer Intern - Data Scientist,yes
1947,Sr. Data Engineer,yes
1948,Data Scientist,yes
1949,Internship - Data Science,yes
1950,Data Science Internship,yes
1951,Data Scientist / Machine Learning Specialist,yes
1952,Data Science Internship,yes
1953,Artificial Intelligence (AI) Associate - Data Scientist,yes
1954,Data Science & Analytics Intern,yes
1955,Data Science Internship,yes
1956,Internship - Data Science,yes
1957,Adjunct/Part-Time Faculty: Data Science Initiative,yes
1958,"Data Science-Online Adjunct, Graduate Level",yes
1959,Data Scientist,yes
1960,Data Scientist,yes
1961,Data Science Internship,yes
1962,Data Scientist / Machine Learning Specialist,yes
1963,Data Science & Analytics Intern,yes
1964,Artificial Intelligence (AI) Associate - Data Scientist,yes
1965,Data Science Intern - Summer 2020,yes
1966,Adjunct/Part-Time Faculty: Data Science Initiative,yes
1967,Data Science Intern,yes
1968,Data Science Internship,yes
1969,"Data Science-Online Adjunct, Graduate Level",yes
1970,Data Science Intern,yes
1971,Data Science Internship,yes
1972,Data Science & Analytics Intern,yes
1973,Data Scientist / Machine Learning Specialist,yes
1974,CDC Influenza Data Science Fellowship,yes
1975,"Data Science-Online Adjunct, Graduate Level",yes
1976,Data Science Intern,yes
1977,Data Science Intern,yes
1978,Data Scientist,yes
1979,Artificial Intelligence (AI) Associate - Data Scientist,yes
1980,Data Science Internship,yes
1981,Data Science Internship,yes
1982,Data Scientist / Machine Learning Specialist,yes
1983,Artificial Intelligence (AI) Associate - Data Scientist,yes
1984,Data Science Internship,yes
1985,Part-Time Lecturer Data Mining/Machine Learning Online,yes
1986,"Data Science Online Course Instructor (Part-Time, Contract)",yes
1987,Data Scientist,yes
1988,Data Science Graduate Research Assistant Spring 2020 - ICL,yes
1989,Summer Intern - Data Scientist,yes
1990,Internship - Data Science,yes
1991,Artificial Intelligence (AI) Associate - Data Scientist,yes
1992,Data Science Internship,yes
1993,Data Science Instructor Associate (Part-Time),yes
1994,Data Scientist / Machine Learning Specialist,yes
1995,Sr. Data Engineer,yes
1996,Summer Intern - Data Scientist,yes
1997,Statistician (Data Scientist),yes
1998,Part-Time Data Science Instructor,yes
1999,Data Scientist,yes
2000,DATA SCIENTIST,yes
2001,Artificial Intelligence (AI) Associate - Data Scientist,yes
2002,Data Science Internship,yes
2003,Statistician (Data Scientist),yes
2004,Data Science Instructor Associate (Part-Time),yes
2005,Data Scientist / Machine Learning Specialist,yes
2006,Summer Intern - Data Scientist,yes
2007,Sr. Data Engineer,yes
2008,Data Scientist,yes
2009,Data Science Internship,yes
2010,Internship - Data Science,yes
2011,Artificial Intelligence (AI) Associate - Data Scientist,yes
2012,Data Science Internship,yes
2013,Sr. Data Engineer,yes
2014,Data Scientist / Machine Learning Specialist,yes
2015,Data Science Instructor Associate (Part-Time),yes
2016,Summer Intern - Data Scientist,yes
2017,Statistician (Data Scientist),yes
2018,Internship - Data Science,yes
2019,Part-Time Data Science Instructor,yes
2020,Data Science Instructor,yes
2021,Artificial Intelligence (AI) Associate - Data Scientist,yes
2022,Data Science Internship,yes
2023,Data Engineer,yes
2024,Internship - Data Science,yes
2025,"Paid Summer Intern - Undergraduate, Data Science",yes
2026,Statistician (Data Scientist),yes
2027,Data Scientist Intern,yes
2028,Data Science Internship,yes
2029,Data Scientist / Machine Learning Specialist,yes
2030,Data Science Internship,yes
2031,Artificial Intelligence (AI) Associate - Data Scientist,yes
2032,Data Science Internship,yes
2033,Data Engineer,yes
2034,Internship - Data Science,yes
2035,"Paid Summer Intern - Undergraduate, Data Science",yes
2036,Statistician (Data Scientist),yes
2037,Data Scientist Intern,yes
2038,Data Science Internship,yes
2039,Data Scientist / Machine Learning Specialist,yes
2040,Data Science Internship,yes
2041,"Paid Summer Intern - Undergraduate, Data Science",yes
2042,Data Science Internship,yes
2043,Statistician (Data Scientist),yes
2044,Data Scientist Intern,yes
2045,Data Engineer,yes
2046,Artificial Intelligence (AI) Associate - Data Scientist,yes
2047,Data Science Internship,yes
2048,"Data Science-Online Adjunct, Graduate Level",yes
2049,AI Deep learning/Big data Engineer Internship,yes
2050,Data Science Internship,yes
2051,Data Science Internship,yes
2052,Data Scientist / Machine Learning Specialist,yes
2053,Artificial Intelligence (AI) Associate - Data Scientist,yes
2054,Data Science Internship,yes
2055,Part-Time Lecturer Data Mining/Machine Learning Online,yes
2056,Data Science Graduate Research Assistant Spring 2020 - ICL,yes
2057,Data Scientist,yes
2058,Student Trainee- Ops Research Data Science,yes
2059,Internship - Data Science,yes
2060,Statistician (Data Scientist),yes
2061,Data Science Internship,yes
2062,Data Science & Analytics Intern,yes
2063,Data Scientist / Machine Learning Specialist,yes
2064,CDC Influenza Data Science Fellowship,yes
2065,"Data Science-Online Adjunct, Graduate Level",yes
2066,Data Science Intern,yes
2067,Data Science Intern,yes
2068,Data Scientist,yes
2069,Artificial Intelligence (AI) Associate - Data Scientist,yes
2070,Data Science Internship,yes
2071,Artificial Intelligence (AI) Associate - Data Scientist,yes
2072,Data Science Internship,yes
2073,Data Scientist / Machine Learning Specialist,yes
2074,"Paid Summer Intern - Undergraduate, Data Science",yes
2075,Data Scientist Intern,yes
2076,Data Science Internship,yes
2077,Data Engineer,yes
2078,Data Science Intern - Summer 2020,yes
2079,Internship - Data Science,yes
2080,Statistician (Data Scientist),yes
2081,Data Scientist / Machine Learning Specialist,yes
2082,Data Science Internship,yes
2083,Artificial Intelligence (AI) Associate - Data Scientist,yes
2084,Data Science & Analytics Intern,yes
2085,Data Science Internship,yes
2086,Internship - Data Science,yes
2087,Adjunct/Part-Time Faculty: Data Science Initiative,yes
2088,"Data Science-Online Adjunct, Graduate Level",yes
2089,Data Scientist,yes
2090,Data Scientist,yes
2091,Artificial Intelligence (AI) Associate - Data Scientist,yes
2092,Data Science Internship,yes
2093,Sr. Data Engineer,yes
2094,Data Scientist / Machine Learning Specialist,yes
2095,Data Science Instructor Associate (Part-Time),yes
2096,Summer Intern - Data Scientist,yes
2097,Statistician (Data Scientist),yes
2098,Internship - Data Science,yes
2099,Part-Time Data Science Instructor,yes
2100,Data Science Instructor,yes
2101,Artificial Intelligence (AI) Associate - Data Scientist,yes
2102,Data Science Internship,yes
2103,Data Scientist / Machine Learning Specialist,yes
2104,Summer Intern - Data Scientist,yes
2105,Data Science Instructor Associate (Part-Time),yes
2106,Statistician (Data Scientist),yes
2107,Internship - Data Science,yes
2108,Data Scientist,yes
2109,Sr. Data Engineer,yes
2110,Data Science Internship,yes
2111,Data Scientist / Machine Learning Specialist,yes
2112,Artificial Intelligence (AI) Associate - Data Scientist,yes
2113,Data Engineer II,yes
2114,Statistician (Data Scientist),yes
2115,Data Science Internship,yes
2116,Data Scientist,yes
2117,Data Science Instructor Associate (Part-Time),yes
2118,Part-Time Lecturer Data Mining/Machine Learning Online,yes
2119,Sr. Data Engineer,yes
2120,Data Scientist,yes
2121,Data Science Internship,yes
2122,Artificial Intelligence (AI) Associate - Data Scientist,yes
2123,Data Scientist / Machine Learning Specialist,yes
2124,Data Science Internship,yes
2125,Part-Time Lecturer Data Mining/Machine Learning Online,yes
2126,Internship - Data Science,yes
2127,Data Science Graduate Research Assistant Spring 2020 - ICL,yes
2128,Data Scientist,yes
2129,"Data Science Online Course Instructor (Part-Time, Contract)",yes
2130,Data Science & Analytics Intern,yes
2131,Artificial Intelligence (AI) Associate - Data Scientist,yes
2132,Data Science Internship,yes
2133,Data Engineer,yes
2134,Internship - Data Science,yes
2135,"Paid Summer Intern - Undergraduate, Data Science",yes
2136,Statistician (Data Scientist),yes
2137,Data Scientist Intern,yes
2138,Data Science Internship,yes
2139,Data Scientist / Machine Learning Specialist,yes
2140,Data Science Internship,yes
2141,Data Science Internship,yes
2142,Artificial Intelligence (AI) Associate - Data Scientist,yes
2143,Data Scientist / Machine Learning Specialist,yes
2144,Part-Time Lecturer Data Mining/Machine Learning Online,yes
2145,Data Science Internship,yes
2146,Summer Intern - Data Scientist,yes
2147,Data Science Graduate Research Assistant Spring 2020 - ICL,yes
2148,Data Science Instructor,yes
2149,"Data Science Online Course Instructor (Part-Time, Contract)",yes
2150,Data Scientist,yes
2151,Data Science Internship,yes
2152,Data Scientist / Machine Learning Specialist,yes
2153,Artificial Intelligence (AI) Associate - Data Scientist,yes
2154,Data Science Internship,yes
2155,Part-Time Lecturer Data Mining/Machine Learning Online,yes
2156,Data Science Graduate Research Assistant Spring 2020 - ICL,yes
2157,Student Trainee- Ops Research Data Science,yes
2158,Summer Intern - Data Scientist,yes
2159,Data Scientist,yes
2160,Internship - Data Science,yes
2161,Artificial Intelligence (AI) Associate - Data Scientist,yes
2162,Data Science Internship,yes
2163,Data Scientist / Machine Learning Specialist,yes
2164,Statistician (Data Scientist),yes
2165,Internship - Data Science,yes
2166,Data Engineer,yes
2167,Data Scientist Intern,yes
2168,"Paid Summer Intern - Undergraduate, Data Science",yes
2169,Data Science Internship,yes
2170,Data Science Internship,yes
2171,Data Science Internship,yes
2172,Data Scientist / Machine Learning Specialist,yes
2173,Artificial Intelligence (AI) Associate - Data Scientist,yes
2174,Data Science Internship,yes
2175,Part-Time Lecturer Data Mining/Machine Learning Online,yes
2176,Data Science Graduate Research Assistant Spring 2020 - ICL,yes
2177,Student Trainee- Ops Research Data Science,yes
2178,Summer Intern - Data Scientist,yes
2179,Data Scientist,yes
2180,Internship - Data Science,yes
2181,Data Science Internship,yes
2182,Artificial Intelligence (AI) Associate - Data Scientist,yes
2183,Statistician (Data Scientist),yes
2184,Data Science Instructor Associate (Part-Time),yes
2185,Data Scientist / Machine Learning Specialist,yes
2186,Summer Intern - Data Scientist,yes
2187,Data Science Internship,yes
2188,Data Scientist,yes
2189,Data Science Internship,yes
2190,Internship - Data Science,yes
2191,Artificial Intelligence (AI) Associate - Data Scientist,yes
2192,Data Science Internship,yes
2193,Data Engineer,yes
2194,Internship - Data Science,yes
2195,"Paid Summer Intern - Undergraduate, Data Science",yes
2196,Statistician (Data Scientist),yes
2197,Data Scientist Intern,yes
2198,Data Science Internship,yes
2199,Data Scientist / Machine Learning Specialist,yes
2200,Data Science Internship,yes
2201,Artificial Intelligence (AI) Associate - Data Scientist,yes
2202,Data Science Internship,yes
2203,Statistician (Data Scientist),yes
2204,Internship - Data Science,yes
2205,Data Scientist / Machine Learning Specialist,yes
2206,Data Engineer,yes
2207,Data Science Internship,yes
2208,Sr. Data Engineer,yes
2209,Summer Intern - Data Scientist,yes
2210,Data Science Internship,yes
2211,Artificial Intelligence (AI) Associate - Data Scientist,yes
2212,Data Scientist / Machine Learning Specialist,yes
2213,Statistician (Data Scientist),yes
2214,Data Science Internship,yes
2215,Data Scientist,yes
2216,Data Science Instructor Associate (Part-Time),yes
2217,Data Engineer II,yes
2218,Data Scientist Intern,yes
2219,Data Engineer,yes
2220,Internship - Data Science,yes
2221,Statistician (Data Scientist),yes
2222,Artificial Intelligence (AI) Associate - Data Scientist,yes
2223,Data Scientist / Machine Learning Specialist,yes
2224,Data Science Internship,yes
2225,Data Scientist,yes
2226,Data Science Instructor Associate (Part-Time),yes
2227,Data Engineer,yes
2228,Internship - Data Science,yes
2229,Data Science Internship,yes
2230,Data Engineer II,yes
2231,Artificial Intelligence (AI) Associate - Data Scientist,yes
2232,Data Science Internship,yes
2233,Statistician (Data Scientist),yes
2234,Data Scientist / Machine Learning Specialist,yes
2235,Data Science Instructor Associate (Part-Time),yes
2236,Data Scientist Intern,yes
2237,Data Engineer,yes
2238,Data Science Internship,yes
2239,Summer Intern - Data Scientist,yes
2240,Data Scientist,yes
2241,Artificial Intelligence (AI) Associate - Data Scientist,yes
2242,Data Scientist / Machine Learning Specialist,yes
2243,Statistician (Data Scientist),yes
2244,Data Science Internship,yes
2245,Data Scientist,yes
2246,Data Science Instructor Associate (Part-Time),yes
2247,Data Engineer II,yes
2248,Data Scientist Intern,yes
2249,Data Engineer,yes
2250,Internship - Data Science,yes
2251,Data Science & Analytics Intern,yes
2252,Data Science Internship,yes
2253,Data Scientist / Machine Learning Specialist,yes
2254,Artificial Intelligence (AI) Associate - Data Scientist,yes
2255,Data Science Internship,yes
2256,Adjunct/Part-Time Faculty: Data Science Initiative,yes
2257,Data Scientist,yes
2258,Internship - Data Science,yes
2259,"Data Science-Online Adjunct, Graduate Level",yes
2260,Data Science Intern,yes
2261,Data Scientist / Machine Learning Specialist,yes
2262,Data Science Internship,yes
2263,CDC Influenza Data Science Fellowship,yes
2264,Artificial Intelligence (AI) Associate - Data Scientist,yes
2265,Data Scientist,yes
2266,Part-Time Lecturer Data Mining/Machine Learning Online,yes
2267,Data Science & Analytics Intern,yes
2268,Data Science Internship,yes
2269,"Data Science-Online Adjunct, Graduate Level",yes
2270,Data Science Graduate Research Assistant Spring 2020 - ICL,yes
2271,Artificial Intelligence (AI) Associate - Data Scientist,yes
2272,Data Science Internship,yes
2273,Data Scientist / Machine Learning Specialist,yes
2274,Statistician (Data Scientist),yes
2275,Internship - Data Science,yes
2276,Data Scientist,yes
2277,Data Engineer,yes
2278,Data Engineer II,yes
2279,Sr. Data Engineer,yes
2280,Data Science Internship,yes
2281,Data Scientist / Machine Learning Specialist,yes
2282,Part-Time Lecturer Data Mining/Machine Learning Online,yes
2283,Artificial Intelligence (AI) Associate - Data Scientist,yes
2284,Data Science Internship,yes
2285,Data Scientist,yes
2286,Data Science Graduate Research Assistant Spring 2020 - ICL,yes
2287,Data Science Internship,yes
2288,Adjunct Faculty for Online Data Science Program--Data Analytics - Bay Path University,yes
2289,Adjunct Faculty for Online Data Science Program--Data Exploration and Visualization - Bay Path University,yes
