,[job_title],[location],[company],[contract]
7878,Data Scientist,Pricesenz,"Broomfield, CO",yes
7879,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
7880,Data Scientist,Jnit Technologies,"Seattle, WA",yes
7881,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7882,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
7883,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
7884,Sr. Data Scientist,Microagility,"Columbus, OH",yes
7885,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
7886,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
7887,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
7888,Data Scientist,Kaav inc.,"Dublin, OH",yes
7889,Artificial Intelligence / Deep Learning /ML – Machine Learning Consultant,TISSA Software,"McLean, VA",yes
7890,Data Scientist,Lakarya,"Arlington, VA",yes
7891,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
7892,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
7893,Data Science Director,FAAZ Consulting,"Alexandria, VA",yes
7894,Google Cloud Data Engineer,DigiTransTEch,"Chicago, IL",yes
7895,Data Scientist,Bainom Inc.,"San Francisco, CA",yes
7896,Data Science Architect,Jnit Technologies,"Santa Clara, CA",yes
7897,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
7898,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
7899,Data Scientist,Pricesenz,"Broomfield, CO",yes
7900,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
7901,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7902,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
7903,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
7904,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
7905,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
7906,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
7907,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
7908,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
7909,Data Scientist - RPA UIPath,"SolutionIT, Inc.","Carrollton, GA",yes
7910,Data Scientist,Kaav inc.,"Dublin, OH",yes
7911,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
7912,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7913,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
7914,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
7915,Data Science Director,FAAZ Consulting,"Alexandria, VA",yes
7916,Data Scientist,Digitalogy,"New York, NY",yes
7917,Data Engineer,FutureSoft IT,"Detroit, MI",yes
7918,Data Scientist,"SolGenie Technologies, Inc.","Framingham, MA",yes
7919,Data Scientist,Pricesenz,"Broomfield, CO",yes
7920,Data Scientist,Kaav inc.,"Dublin, OH",yes
7921,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
7922,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
7923,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
7924,Data Scientist,Digitalogy,"New York, NY",yes
7925,Data Scientist,Pricesenz,"Broomfield, CO",yes
7926,Data Scientist,"SolGenie Technologies, Inc.","Framingham, MA",yes
7927,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7928,Data Engineer,FutureSoft IT,"Detroit, MI",yes
7929,Data Scientist,Jnit Technologies,"Seattle, WA",yes
7930,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
7931,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
7932,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
7933,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
7934,Data Scientist,Digitalogy,"New York, NY",yes
7935,Data Scientist,Pricesenz,"Broomfield, CO",yes
7936,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
7937,Data Scientist,"SolGenie Technologies, Inc.","Framingham, MA",yes
7938,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
7939,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7940,Contract Data Scientist,"DonorBureau, LLC","Franklin, TN 37067",yes
7941,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
7942,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
7943,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
7944,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
7945,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
7946,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7947,"Big Data Engineer(OPT,CPT,STEM OPT only)",N9-IT solutions,"Sunnyvale, CA",yes
7948,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
7949,Google Cloud Data Engineer,DigiTransTEch,"Chicago, IL",yes
7950,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
7951,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7952,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
7953,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
7954,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
7955,Artificial Intelligence / Deep Learning /ML – Machine Learning Consultant,TISSA Software,"McLean, VA",yes
7956,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
7957,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
7958,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
7959,Sr. Data Scientist,Microagility,"Columbus, OH",yes
7960,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
7961,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
7962,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
7963,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
7964,Artificial Intelligence / Deep Learning /ML – Machine Learning Consultant,TISSA Software,"McLean, VA",yes
7965,Google Cloud Data Engineer,DigiTransTEch,"Chicago, IL",yes
7966,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
7967,Data Engineer,Accelalpha,"Seattle, WA",yes
7968,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
7969,Machine Learning Expert,Peopleforce INC,"Salt Lake City, UT",yes
7970,Data Scientist,Bainom Inc.,"San Francisco, CA",yes
7971,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
7972,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
7973,Data Science Director,FAAZ Consulting,"Alexandria, VA",yes
7974,Data Scientist,Pricesenz,"Broomfield, CO",yes
7975,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
7976,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
7977,Google Cloud Data Engineer,DigiTransTEch,"Chicago, IL",yes
7978,Data Scientist,Bainom Inc.,"San Francisco, CA",yes
7979,Data Science Architect,Jnit Technologies,"Santa Clara, CA",yes
7980,Contract Data Scientist,"DonorBureau, LLC","Franklin, TN 37067",yes
7981,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
7982,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7983,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
7984,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
7985,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
7986,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
7987,Data Scientist,Kaav inc.,"Dublin, OH",yes
7988,Data Engineer,FutureSoft IT,"Detroit, MI",yes
7989,Data Engineer,Accelalpha,"Seattle, WA",yes
7990,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
7991,Data Scientist,Digitalogy,"New York, NY",yes
7992,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
7993,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
7994,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
7995,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
7996,Data Scientist,Jnit Technologies,"Seattle, WA",yes
7997,Data Scientist,Pricesenz,"Broomfield, CO",yes
7998,Data Scientist,"SolGenie Technologies, Inc.","Framingham, MA",yes
7999,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8000,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8001,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
8002,Data Engineer,FutureSoft IT,"Detroit, MI",yes
8003,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8004,Data Science Director,FAAZ Consulting,"Alexandria, VA",yes
8005,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8006,Data Scientist,Kaav inc.,"Dublin, OH",yes
8007,Data Engineer,Futran Solutions,"Mount Laurel, NJ",yes
8008,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
8009,Data Engineer,Aimqd,"St. Louis, MO",yes
8010,Data Scientist,Lakarya,"Arlington, VA",yes
8011,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8012,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
8013,Data Science Director,FAAZ Consulting,"Alexandria, VA",yes
8014,Data Scientist,Pricesenz,"Broomfield, CO",yes
8015,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8016,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8017,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8018,Data Scientist,Kaav inc.,"Dublin, OH",yes
8019,Data Engineer,FutureSoft IT,"Detroit, MI",yes
8020,Data Scientist,Digitalogy,"New York, NY",yes
8021,Data Scientist,Digitalogy,"New York, NY",yes
8022,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8023,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8024,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8025,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
8026,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8027,Data Scientist,"SolGenie Technologies, Inc.","Framingham, MA",yes
8028,Data Scientist,Pricesenz,"Broomfield, CO",yes
8029,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8030,Data Scientist,Jnit Technologies,"Seattle, WA",yes
8031,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8032,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8033,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8034,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8035,Data Scientist,Digitalogy,"New York, NY",yes
8036,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8037,Data Scientist - RPA UIPath,"SolutionIT, Inc.","Carrollton, GA",yes
8038,Data Analyst/Scientist,Kyber Technologies INC,"Seattle, WA",yes
8039,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8040,Sr. Data Scientist,Microagility,"Columbus, OH",yes
8041,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8042,Artificial Intelligence / Deep Learning /ML – Machine Learning Consultant,TISSA Software,"McLean, VA",yes
8043,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
8044,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8045,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8046,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8047,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8048,Google Cloud Data Engineer,DigiTransTEch,"Chicago, IL",yes
8049,Machine Learning Expert,Peopleforce INC,"Salt Lake City, UT",yes
8050,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
8051,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8052,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8053,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8054,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8055,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8056,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8057,Data Engineer,Accelalpha,"Seattle, WA",yes
8058,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
8059,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8060,Data Scientist,Kaav inc.,"Dublin, OH",yes
8061,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8062,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8063,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8064,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8065,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
8066,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8067,Data Scientist,Jnit Technologies,"Seattle, WA",yes
8068,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8069,Data Scientist,Digitalogy,"New York, NY",yes
8070,Data Scientist,University of California - Irvine,"Irvine, CA 92697",yes
8071,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
8072,Data Engineer,FutureSoft IT,"Detroit, MI",yes
8073,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8074,Data Science Director,FAAZ Consulting,"Alexandria, VA",yes
8075,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8076,Data Scientist,Kaav inc.,"Dublin, OH",yes
8077,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8078,Data Engineer,Aimqd,"St. Louis, MO",yes
8079,Data Scientist,Lakarya,"Arlington, VA",yes
8080,Data Scientist,Pricesenz,"Broomfield, CO",yes
8081,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8082,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8083,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8084,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8085,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8086,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
8087,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
8088,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8089,Artificial Intelligence / Deep Learning /ML – Machine Learning Consultant,TISSA Software,"McLean, VA",yes
8090,Google Cloud Data Engineer,DigiTransTEch,"Chicago, IL",yes
8091,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8092,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8093,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8094,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8095,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
8096,Data Engineer,FutureSoft IT,"Detroit, MI",yes
8097,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
8098,Data Scientist,Kaav inc.,"Dublin, OH",yes
8099,Sr. Data Scientist,Microagility,"Columbus, OH",yes
8100,Data Engineer,Accelalpha,"Seattle, WA",yes
8101,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8102,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8103,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8104,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8105,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8106,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
8107,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8108,Data Scientist,Kaav inc.,"Dublin, OH",yes
8109,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
8110,Data Scientist,Jnit Technologies,"Seattle, WA",yes
8111,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
8112,Data Engineer,FutureSoft IT,"Detroit, MI",yes
8113,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8114,Data Science Director,FAAZ Consulting,"Alexandria, VA",yes
8115,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8116,Data Scientist,Kaav inc.,"Dublin, OH",yes
8117,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8118,Data Engineer,Aimqd,"St. Louis, MO",yes
8119,Data Scientist,Lakarya,"Arlington, VA",yes
8120,Data Scientist,Pricesenz,"Broomfield, CO",yes
8121,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8122,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8123,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
8124,Data Scientist,Digitalogy,"New York, NY",yes
8125,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8126,Data Science Director,FAAZ Consulting,"Alexandria, VA",yes
8127,Data Scientist,Pricesenz,"Broomfield, CO",yes
8128,Data Scientist,"SolGenie Technologies, Inc.","Framingham, MA",yes
8129,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8130,Data Scientist,"Alexis Networks, Inc.","Newark, NJ 07102 (Central Business District area)",yes
8131,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8132,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8133,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8134,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8135,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8136,Sr. Data Scientist,Microagility,"Columbus, OH",yes
8137,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
8138,Data Scientist - RPA UIPath,"SolutionIT, Inc.","Carrollton, GA",yes
8139,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8140,Artificial Intelligence / Deep Learning /ML – Machine Learning Consultant,TISSA Software,"McLean, VA",yes
8141,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
8142,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8143,Data Science Director,FAAZ Consulting,"Alexandria, VA",yes
8144,Data Engineer,FutureSoft IT,"Detroit, MI",yes
8145,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8146,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8147,Data Scientist,Pricesenz,"Broomfield, CO",yes
8148,Data Scientist,Kaav inc.,"Dublin, OH",yes
8149,Data Scientist,Digitalogy,"New York, NY",yes
8150,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8151,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8152,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8153,Data Engineer,Accelalpha,"Seattle, WA",yes
8154,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
8155,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
8156,Google Cloud Data Engineer,DigiTransTEch,"Chicago, IL",yes
8157,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8158,Machine Learning Expert,Peopleforce INC,"Salt Lake City, UT",yes
8159,"Big Data Engineer(OPT,CPT,STEM OPT only)",N9-IT solutions,"Sunnyvale, CA",yes
8160,Artificial Intelligence / Deep Learning /ML – Machine Learning Consultant,TISSA Software,"McLean, VA",yes
8161,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8162,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8163,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8164,Sr. Data Scientist,Microagility,"Columbus, OH",yes
8165,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8166,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8167,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
8168,Data Scientist - RPA UIPath,"SolutionIT, Inc.","Carrollton, GA",yes
8169,Data Analyst/Scientist,Kyber Technologies INC,"Seattle, WA",yes
8170,Data Scientist,Kaav inc.,"Dublin, OH",yes
8171,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8172,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8173,Data Engineer,FutureSoft IT,"Detroit, MI",yes
8174,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8175,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
8176,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8177,Data Engineer,Accelalpha,"Seattle, WA",yes
8178,Data Scientist,Kaav inc.,"Dublin, OH",yes
8179,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
8180,"Big Data Engineer(OPT,CPT,STEM OPT only)",N9-IT solutions,"Sunnyvale, CA",yes
8181,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8182,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8183,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
8184,Data Scientist,Digitalogy,"New York, NY",yes
8185,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8186,Data Science Director,FAAZ Consulting,"Alexandria, VA",yes
8187,Data Scientist,Pricesenz,"Broomfield, CO",yes
8188,Data Scientist,"SolGenie Technologies, Inc.","Framingham, MA",yes
8189,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8190,Data Scientist,"Alexis Networks, Inc.","Newark, NJ 07102 (Central Business District area)",yes
8191,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8192,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8193,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8194,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8195,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8196,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8197,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8198,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
8199,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
8200,Sr. Data Scientist,Microagility,"Columbus, OH",yes
8201,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8202,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8203,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8204,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8205,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8206,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
8207,Sr. Data Scientist,Microagility,"Columbus, OH",yes
8208,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8209,Data Scientist,Kaav inc.,"Dublin, OH",yes
8210,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
8211,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8212,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8213,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
8214,Artificial Intelligence / Deep Learning /ML – Machine Learning Consultant,TISSA Software,"McLean, VA",yes
8215,Google Cloud Data Engineer,DigiTransTEch,"Chicago, IL",yes
8216,Sr. Data Scientist,Nuanza inc,"Dallas, TX",yes
8217,Data Engineer,Accelalpha,"Seattle, WA",yes
8218,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8219,Machine Learning Expert,Peopleforce INC,"Salt Lake City, UT",yes
8220,Data Scientist,Bainom Inc.,"San Francisco, CA",yes
8221,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8222,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8223,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8224,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8225,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8226,Data Scientist - RPA UIPath,"SolutionIT, Inc.","Carrollton, GA",yes
8227,Data Scientist,Jnit Technologies,"Seattle, WA",yes
8228,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
8229,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8230,Data Scientist,Digitalogy,"New York, NY",yes
8231,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8232,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8233,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8234,Data Scientist / Analyst,Smartlocating Corporation,United States,yes
8235,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
8236,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8237,Data Scientist,Jnit Technologies,"Seattle, WA",yes
8238,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8239,Data Scientist,Digitalogy,"New York, NY",yes
8240,Data Scientist,University of California - Irvine,"Irvine, CA 92697",yes
8241,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8242,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
8243,Data Science Director,FAAZ Consulting,"Alexandria, VA",yes
8244,Data Scientist,Pricesenz,"Broomfield, CO",yes
8245,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8246,Data Scientist,Cronus Human Capital,"Rockville, MD",yes
8247,Google Cloud Data Engineer,DigiTransTEch,"Chicago, IL",yes
8248,Data Scientist,Bainom Inc.,"San Francisco, CA",yes
8249,Data Science Architect,Jnit Technologies,"Santa Clara, CA",yes
8250,Contract Data Scientist,"DonorBureau, LLC","Franklin, TN 37067",yes
8251,Data Scientist,Digitalogy,"New York, NY",yes
8252,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8253,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8254,Jr. Data Scientist,Numero Data LLC,"Herndon, VA",yes
8255,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
8256,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8257,Data Scientist,"SolGenie Technologies, Inc.","Framingham, MA",yes
8258,Data Scientist,Pricesenz,"Broomfield, CO",yes
8259,Data Scientist,INSIGMA INC,"Bentonville, AR",yes
8260,Data Scientist,Jnit Technologies,"Seattle, WA",yes
8261,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
8262,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
8263,Data Engineer,FutureSoft IT,"Detroit, MI",yes
8264,Data Scientist,Digitalogy,"New York, NY",yes
8265,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
8266,Data Science Director,FAAZ Consulting,"Alexandria, VA",yes
8267,Data Scientist,Jnit Technologies,"Seattle, WA",yes
8268,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8269,Data Scientist,Pricesenz,"Broomfield, CO",yes
8270,Data Scientist,"SolGenie Technologies, Inc.","Framingham, MA",yes
8271,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
8272,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
